209      0.001
408 7      0.001       0.004 Assignment dummysolar (1350)
377 5      0.001       0.004 Assignment Solar (1350)
418 9      0.001       0.004 Loop       
424 10      0.001       0.004 Assignment dummysolar (1400)
548 8      0.212       0.007 GAMS Fini   
417 6      0.002       0.004 Loop       
548 2      0.409       0.007 Solve Fini schedule (21325)
502 1      0.002       0.007 Equation   Const_chance_1 (2400)
494 3      0.009       0.004 Equation   Objective (1)
496 4      0.004       0.006 Equation   Const1 (2300)
