1449      0.018
1560 6      0.256       0.021 GAMS Fini   
1494 1      0.079       0.009 Equation   Objective (1)
1418 5      0.019       0.004 Loop       
1496 2      0.030       0.017 Equation   Const1 (13800)
1417 4      0.210       0.004 Loop       
1560 9      0.869       0.021 Solve Fini schedule (127825)
1418 10      0.018       0.004 Loop       
1418 3      0.018       0.004 Loop       
1502 7      0.028       0.021 Equation   Const_chance_1 (14400)
1418 8      0.022       0.004 Loop       
