1449      0.023
1560 1      0.852       0.021 Solve Fini schedule (127825)
1417 2      0.234       0.004 Loop       
1418 8      0.026       0.004 Loop       
1494 4      0.055       0.009 Equation   Objective (1)
1418 10      0.030       0.004 Loop       
1420 9      0.024       0.004 Assignment minsolar (0)
1496 7      0.030       0.017 Equation   Const1 (13800)
1560 5      0.136       0.021 GAMS Fini   
1422 3      0.036       0.004 Assignment dummy (600)
1418 6      0.042       0.004 Loop       
