"Omega","Tolerance","Step Size Rule","Iterations","Converged?","Gap LR","Gap Naive","Obj. Naive","Obj. LR","Gap","Time Naive","Time LR","Final Lambda"
600.00000,0.05000,1.00000,3.00000,0.00000,0.00261,0.16854,-235.47147,-248.94457,0.00260,4285.00000,2869.00000,8.10466
600.00000,0.05000,2.00000,2.00000,0.00000,0.00261,0.16854,-235.47147,-248.94457,0.00260,4285.00000,2891.00000,0.40729
600.00000,0.05000,3.00000,3.00000,0.00000,0.00261,0.16854,-235.47147,-248.94457,0.00260,4285.00000,3395.00000,3.50966
600.00000,0.05000,4.00000,2.00000,0.00000,0.00261,0.16854,-235.47147,-248.94457,0.00260,4285.00000,2437.00000,2.31991
600.00000,0.05000,5.00000,3.00000,0.00000,0.00261,0.16854,-235.47147,-248.94457,0.00260,4285.00000,2470.00000,0.26343
600.00000,0.05000,6.00000,3.00000,0.00000,0.03984,0.16854,-235.47147,-258.18782,0.03831,4285.00000,4339.00000,0.01634
