3177      0.026
1417 3      0.470       0.004 Loop       
1420 1      0.032       0.004 Assignment minsolar (14)
1559 7      0.505       0.021 Solve Fini schedule (127825)
1418 5      0.047       0.004 Loop       
1494 6      0.159       0.009 Equation   Objective (1)
1502 9      0.066       0.021 Equation   Const_chance_1 (14400)
1559 10      0.237       0.021 GAMS Fini   
1496 8      0.051       0.017 Equation   Const1 (13800)
1418 4      0.059       0.004 Loop       
1418 2      0.051       0.004 Loop       
