2297      0.042
1418 3      0.045       0.004 Loop       
1548 2      0.519       0.021 Solve Fini schedule (127825)
1417 10      0.650       0.004 Loop       
1502 7      0.071       0.021 Equation   Const_chance_1 (14400)
1496 8      0.050       0.017 Equation   Const1 (13800)
1418 4      0.042       0.004 Loop       
1494 5      0.156       0.009 Equation   Objective (1)
1418 9      0.074       0.004 Loop       
1418 1      0.049       0.004 Loop       
1548 6      0.192       0.021 GAMS Fini   
