3161      0.036
1418 3      0.037       0.004 Loop       
1494 5      0.123       0.009 Equation   Objective (1)
1417 4      0.590       0.004 Loop       
1548 2      0.201       0.021 GAMS Fini   
1548 10      0.507       0.021 Solve Fini schedule (127825)
1420 7      0.036       0.004 Assignment minsolar (8)
1502 9      0.054       0.021 Equation   Const_chance_1 (14400)
1418 8      0.043       0.004 Loop       
1418 1      0.044       0.004 Loop       
1496 6      0.074       0.017 Equation   Const1 (13800)
