569      0.003
1407 2      0.004       0.004 Assignment maxsolar (14)
1548 9      0.148       0.021 Solve Fini schedule (127825)
1496 8      0.031       0.017 Equation   Const1 (13800)
1408 5      0.003       0.004 Assignment dummysolar (8040)
1417 3      0.044       0.004 Loop       
1429 10      0.004       0.005 Assignment BigM (14400)
1418 1      0.003       0.004 Loop       
1548 6      0.058       0.021 GAMS Fini   
1494 7      0.073       0.009 Equation   Objective (1)
1502 4      0.026       0.021 Equation   Const_chance_1 (14400)
