1449      0.017
1418 10      0.023       0.004 Loop       
1560 8      0.199       0.021 GAMS Fini   
1502 2      0.028       0.021 Equation   Const_chance_1 (14400)
1494 4      0.072       0.009 Equation   Objective (1)
1496 5      0.030       0.017 Equation   Const1 (13800)
1418 3      0.017       0.004 Loop       
1418 1      0.017       0.004 Loop       
1417 9      0.226       0.004 Loop       
1418 7      0.019       0.004 Loop       
1560 6      0.754       0.021 Solve Fini schedule (127825)
